Name,URI,Artist,Release Year,Genre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature
Turning Tables,spotify:track:5O6yk6U8L3rTbFsIwuqe8H,Adele,2011,"british soul, pop, pop soul, uk pop",0.305,0.452,0,-6.077,0,0.0293,0.952,1.68e-05,0.129,0.21,79.83,250133,4
where's the confetti?,spotify:track:3VL3aSOA8O3b5iOVBkD9iD,jev.,2022,chill abstract hip hop,0.574,0.874,5,-4.922,0,0.174,0.0283,0,0.11,0.819,92.153,200934,4
Energy,spotify:track:6dLAbp7jreDj8CVUFiXHj5,Papii Red,2023,Unknown,0.664,0.699,9,-11.625,0,0.0396,0.346,0.876,0.125,0.554,92.078,107317,4
Night Scene,spotify:track:6FwLfzP6yG76v2E2N00GSH,Big Bagz,2023,Unknown,0.707,0.753,6,-8.755,0,0.23,0.254,0.000176,0.185,0.314,84.333,227360,4
Call Me (with R3HAB & Timmy Trumpet),spotify:track:1dt220OBbkTsYz1NLVKIaw,Gabry Ponte,2022,"eurodance, italo dance, slap house",0.398,0.956,2,-4.429,1,0.329,0.00935,0.0038,0.142,0.269,106.581,178310,4
Mad World,spotify:track:6WsaEpK2Bky9ZGCCaQPyg4,Timmy Trumpet,2020,"australian dance, big room, melbourne bounce, melbourne bounce international",0.54,0.892,11,-4.985,1,0.11,0.233,9.35e-05,0.195,0.152,106.594,153304,3
Freaks - Radio Edit,spotify:track:4f3NHOxgC8Bg21IJBg4cZ3,Timmy Trumpet,2014,"australian dance, big room, melbourne bounce, melbourne bounce international",0.882,0.965,4,-0.818,1,0.13,0.0136,0.388,0.206,0.759,128.129,169160,4
Olivia Mae,spotify:track:65rdw6vlQI4s4i6usBKHUd,Brett Young,2017,"contemporary country, country, country road, modern country rock",0.516,0.678,11,-6.339,1,0.045,0.0507,0,0.102,0.494,77.944,222320,4
just cant,spotify:track:4DCSx7XCBxYWuc71WL02j2,Summrs,2021,"glitchcore, plugg",0.687,0.506,5,-11.653,0,0.166,0.66,0,0.0996,0.328,141.979,142716,5
A Trophy Fathers Trophy Son,spotify:track:10bSodWJ0q2c63ECltBhIN,Sleeping With Sirens,2011,"neon pop punk, pop emo, pop punk, screamo",0.186,0.952,4,-3.401,0,0.196,0.0025,0,0.544,0.339,177.943,222853,3
ALL MY FELLAS,spotify:track:1ckhUtD8nBH2ShPlU8w2nU,Frizk,2023,meme,0.602,0.676,2,-11.385,1,0.0527,0.00624,0.826,0.0635,0.716,160.021,141335,4
My Girl,spotify:track:745H5CctFr12Mo7cqa1BMH,The Temptations,1965,"classic soul, memphis soul, motown, soul",0.574,0.418,0,-10.739,1,0.0345,0.636,0,0.0961,0.692,104.57,165000,4
Teardrops On My Guitar - Radio Single Remix,spotify:track:7zMcNqs55Mxer82bvZFkpg,Taylor Swift,2006,pop,0.621,0.417,10,-6.941,1,0.0231,0.288,0,0.119,0.289,99.953,203040,4
"Never Meant to Belong (From ""Bleach"")",spotify:track:7bIwpJzJhshLFYIeWExH4g,Akatsuki no Team,2020,Unknown,0.712,0.0753,9,-14.835,0,0.048,0.791,0.131,0.0538,0.295,134.021,333640,4
Woman,spotify:track:62N0RkCCs4XQXk7hgnpOXo,Rema,2020,"afrobeats, nigerian pop",0.84,0.687,11,-7.203,0,0.1,0.115,2.2e-06,0.115,0.678,113.038,238912,4
Vámonos De Viaje,spotify:track:6KVK1XO1Xzy7KGfoOockqA,Bandalos Chinos,2018,"argentine alternative rock, argentine indie, latin rock",0.762,0.753,5,-6.167,1,0.0313,0.033,0.00265,0.35,0.881,129.018,236000,4
Songs for Women,spotify:track:6bVvPXpKaG36ukAwhqeOsZ,FrOc,2023,Unknown,0.454,0.603,0,-9.002,1,0.077,0.056,5.31e-06,0.374,0.559,87.071,252657,4
"Bend Ya (feat. Frank Ocean, Kendrick Lamar, Shawn Chrys & Jah-Free)",spotify:track:4FItdNoOT2CpVhSJy87hTz,Mann,2012,Unknown,0.465,0.62,10,-8.77,0,0.308,0.665,0,0.154,0.595,93.394,226741,4
Sweet Life,spotify:track:6MEDfjHxnVNcYmHe3mM6L2,Frank Ocean,2012,"lgbtq+ hip hop, neo soul",0.479,0.558,11,-6.074,1,0.179,0.227,0,0.0808,0.8,83.465,262680,4
I Don't Want This Night To End,spotify:track:7c1KTn1z8Gw8ouYdcF4qaG,Luke Bryan,2011,"contemporary country, country, country road, modern country rock",0.616,0.728,9,-4.02,0,0.0278,0.0275,0,0.228,0.375,111.934,219973,4
1000 Blunts,spotify:track:09riz9pAPJyYYDVynE5xxY,$uicideboy$,2022,"cloud rap, dark trap, new orleans rap, underground hip hop",0.83,0.698,5,-6.517,0,0.077,0.224,1.02e-06,0.191,0.595,132.99,175476,4
Poison Ivy,spotify:track:6zeN9ptPgMKEijFSjpnMw3,Tory Lanez,2023,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap",0.754,0.789,1,-6.256,1,0.204,0.00596,0,0.102,0.748,106.081,187924,4
Cheri Cheri Lady,spotify:track:2aEuA8PSqLa17Y4hKPj5rr,Modern Talking,1985,"europop, synthpop",0.677,0.616,10,-13.826,1,0.032,0.458,0.0132,0.349,0.851,114.223,226333,4
Food for the Soul,spotify:track:7u0fz3V6cYeYTX91DMmIvQ,it's murph,2023,stutter house,0.655,0.714,7,-7.78,0,0.0572,0.0512,0.48,0.32,0.131,123.002,210562,4
ten,spotify:track:5QOBT97OmYCZo1W5u7tRrB,Fred again..,2023,"edm, house, stutter house",0.729,0.594,11,-8.804,0,0.296,0.772,0.00213,0.112,0.41,128.004,181545,4
Danielle (smile on my face),spotify:track:09Rv6ctDE0t9z8zk5FINg8,Fred again..,2022,"edm, house, stutter house",0.678,0.931,5,-5.813,1,0.0867,0.00159,0.0275,0.091,0.346,130.021,201231,4
Wat it feel lykë,spotify:track:6kkGAeGS3oohGek9gje6KJ,Yeat,2022,"pluggnb, rage rap",0.727,0.787,7,-3.316,1,0.0367,0.128,1.19e-06,0.836,0.482,135.117,130000,4
ecstacy (slowed),spotify:track:1JgknGBbrfmEHeOZH051SS,SUICIDAL-IDOL,2023,"scenecore, sped up",0.551,0.677,2,-7.311,1,0.0665,0.0173,0,0.381,0.195,106.414,119120,4
MUSTARD (with 6LACK),spotify:track:1vITRP5ITGjLK5v8LjjVo0,Jordan Ward,2023,"indie hip hop, indie r&b",0.701,0.442,5,-7.606,0,0.0603,0.329,2.23e-06,0.59,0.36,118.934,201464,4
Kickback,spotify:track:0zgDfVY84eFIzgTvK9KutN,Omar Apollo,2019,"bedroom pop, bedroom soul",0.912,0.448,9,-5.501,1,0.0445,0.491,0.000293,0.0781,0.744,108.964,171107,4
Wild Blue,spotify:track:4VFGpluBaU1WcquEMzhSz6,John Mayer,2021,"neo mellow, singer-songwriter",0.816,0.596,0,-8.989,1,0.0294,0.557,0.812,0.0842,0.876,123.027,252413,4
The Healer,spotify:track:3h7tr47MIwSz0i53YzliBg,John Lee Hooker,1989,"blues, blues rock, delta blues, electric blues, memphis blues, traditional blues",0.576,0.49,0,-14.862,1,0.0434,0.381,0.0153,0.0806,0.683,107.937,340293,4
Summer Madness,spotify:track:2uMqG8w8oi09fB2YA2QLOm,Kool & The Gang,1974,"disco, funk, motown, soft rock, soul",0.298,0.327,6,-16.515,0,0.031,0.00834,0.86,0.0724,0.454,175.898,257867,4
Too Many Nights (feat. Don Toliver & with Future),spotify:track:2Hh3ETdQKrmSI3QS0hme7g,Metro Boomin,2022,rap,0.573,0.668,7,-4.356,0,0.0467,0.189,4.01e-05,0.109,0.145,87.973,199920,4
Master of None,spotify:track:3stWWPN41byqp8loPdy92u,Beach House,2006,"baltimore indie, dream pop, dreamo, indie rock, indietronica, modern dream pop, pov: indie",0.492,0.344,5,-15.259,1,0.0259,0.674,0.531,0.0933,0.247,86.485,199414,4
Vince Van Gogh,spotify:track:0Y8F9OzVKj0kpyXqbTr4ZE,Daniel Caesar,2023,canadian contemporary r&b,0.591,0.655,1,-4.599,1,0.0499,0.0182,0.00139,0.118,0.429,113.806,164257,4
Dyed Once,spotify:track:1htvcjMgXBWJgb3UBxyLEl,junesforever,2023,Unknown,0.618,0.915,6,-0.608,1,0.145,0.0319,0,0.473,0.678,147.002,124103,4
Olympus,spotify:track:428djqRa5cPXovbZIYQOIO,Blondshell,2023,"bubblegrunge, indie pop",0.58,0.552,0,-7.462,1,0.0252,0.112,2.61e-05,0.221,0.501,140.0,216852,4
No Quit,spotify:track:3zGn3DuQSsh5g6o2r6IwJg,Michael Nau,2019,baltimore indie,0.491,0.673,7,-8.814,0,0.033,0.239,0.916,0.131,0.479,87.76,193520,4
Ballad Of A Thin Place,spotify:track:0VkMYMMccsX2fE4BRLiSiD,RF Shannon,2019,modern folk rock,0.617,0.517,1,-13.832,0,0.0274,0.609,0.00794,0.117,0.902,152.974,256212,4
Hallucinating,spotify:track:7IeHIGriFrJaTeaC4W0a8W,Future,2017,"atl hip hop, hip hop, rap, southern hip hop, trap",0.787,0.492,10,-6.574,0,0.256,0.365,2.47e-05,0.239,0.241,130.016,221610,4
XO EViL LiF3 (.DEMON.),spotify:track:275Fj1aAcHS9uFZMFo8clT,steve breaux,2023,Unknown,0.701,0.486,8,-7.207,1,0.0364,0.0153,0.000146,0.0964,0.0387,109.071,123592,4
Over the Rainbow,spotify:track:3oQomOPRNQ5NVFUmLJHbAV,Israel Kamakawiwo'ole,2001,hawaiian,0.671,0.153,0,-13.569,1,0.0404,0.912,5.53e-05,0.0771,0.658,85.6,211933,4
PILL BREAKER (feat. Machine Gun Kelly & blackbear),spotify:track:3RzTlpu4NURrRmm0x3LM38,Trippie Redd,2021,"melodic rap, rap, trap",0.527,0.79,2,-6.268,1,0.0788,0.016,0,0.369,0.236,153.034,177059,3
Public Service Announcement (Interlude),spotify:track:1WOwGVtrVWtV3WW7X4TZoB,JAY-Z,2003,"east coast hip hop, gangster rap, hip hop, pop rap, rap",0.446,0.96,1,-1.144,1,0.619,0.37,4.09e-06,0.493,0.443,177.025,173000,4
How To Love,spotify:track:4aX4Oycsk1fhHIee1zqsDe,Lil Wayne,2011,"hip hop, new orleans rap, pop rap, rap, trap",0.644,0.661,11,-6.093,1,0.0418,0.000177,5.14e-06,0.108,0.272,154.001,240307,4
jawbreaker,spotify:track:2iVsPIS2yjS4xhs5Rdy65O,mgk,2020,"ohio hip hop, pop rap",0.707,0.576,2,-5.665,1,0.0364,0.000615,0,0.405,0.632,128.08,117580,4
Who Hurt You?,spotify:track:23c9gmiiv7RCu7twft0Mym,Daniel Caesar,2018,canadian contemporary r&b,0.649,0.493,11,-7.645,0,0.11,0.586,0.000167,0.0667,0.277,104.542,231964,4
Princess Bubblegum,spotify:track:2BDOJPAGE1W3roL0EsK2g0,ilyTOMMY,2018,aesthetic rap,0.59,0.484,7,-11.613,1,0.0742,0.42,0.0387,0.109,0.0726,140.0,95709,4
I Hate Everything About You,spotify:track:0M955bMOoilikPXwKLYpoi,Three Days Grace,2003,"alternative metal, canadian metal, canadian rock, nu metal, post-grunge, rock",0.498,0.83,6,-5.157,0,0.0421,0.00461,0,0.139,0.453,89.342,231480,4
BLACKOUT,spotify:track:0bGImSqDB2ebdeoCidUC8o,Turnstile,2021,"hardcore punk, modern melodic hardcore",0.301,0.807,6,-6.258,1,0.0695,0.000881,0.112,0.0849,0.595,84.051,173280,4
Low Key (Bonus),spotify:track:6iSgJHz6m1XOszvVuBVnqs,Sleepy Hallow,2021,"brooklyn drill, nyc rap",0.884,0.494,0,-5.849,1,0.207,0.862,0,0.349,0.96,100.098,158400,4
Continuo Atardecer,spotify:track:2XPoBFJvcYSoh2xPdj1Z92,LATIN MAFIA,2022,urbano mexicano,0.783,0.453,1,-9.988,1,0.0438,0.0838,0.255,0.387,0.298,104.906,166857,4
Déjala Que Vuelva (feat. Manuel Turizo),spotify:track:1j6xOGusnyXq3l6IryKF3G,Piso 21,2018,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,220117,4
Cúrame,spotify:track:1FlL8ycld6uVDDyhV7P5FA,Rauw Alejandro,2021,"puerto rican pop, reggaeton, trap latino, urbano latino",0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,4
BedRock,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,Young Money,2009,"dirty south rap, pop rap, rap, southern hip hop, trap",0.733,0.665,8,-6.163,1,0.273,0.103,0,0.191,0.549,147.998,288133,4
Beautiful Crazy,spotify:track:2rxQMGVafnNaRaXlRMWPde,Luke Combs,2018,"contemporary country, country",0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,193200,4
My Own Worst Enemy,spotify:track:33iv3wnGMrrDugd7GBso1z,Lit,1999,"alternative metal, nu metal, pop punk, pop rock, socal pop punk",0.494,0.946,4,-2.757,1,0.0637,0.00129,0,0.398,0.741,103.408,169027,4
she's all i wanna be,spotify:track:7l9IqDtVWJurTvkQHq1BGh,Tate McRae,2022,pop,0.602,0.626,2,-5.323,0,0.0396,0.0129,9.02e-06,0.144,0.619,160.118,207120,4
Boogie Oogie Oogie,spotify:track:1Rl9GHgsflyIVqBRyO45Zo,A Taste Of Honey,1978,"boogie, disco, post-disco",0.797,0.548,2,-9.228,0,0.0492,0.0401,1.05e-05,0.0994,0.868,123.686,245173,4
Perfect Love,spotify:track:49WUsEJbsdWMG8cKL9sQMX,Atlantic Starr,1982,"contemporary r&b, new jack swing, quiet storm",0.846,0.431,8,-13.607,0,0.036,0.219,1.58e-05,0.0238,0.9,107.534,280347,4
Pray,spotify:track:243C7wnj16KiWFlcIXwKf3,The Game,2012,"detroit hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",0.676,0.66,0,-9.001,1,0.084,0.646,0,0.167,0.371,120.271,298160,4
Uptown (feat. Bun B & Lil Wayne),spotify:track:0q7LGcVSpsIoSbjChtZ8lI,Drake,2009,"canadian hip hop, canadian pop, hip hop, pop rap, rap",0.416,0.824,1,-3.075,1,0.343,0.00391,0,0.104,0.417,85.433,382262,5
Hey Lover,spotify:track:0bhwnn2xqnBUcMZDcXNuII,The Daughters Of Eve,1966,Unknown,0.48,0.482,7,-11.451,0,0.0364,0.257,0.000239,0.345,0.685,128.152,144000,4
I Would Die 4 U,spotify:track:6fBwVe6udYdnRqwqo06if8,Prince,1984,"funk, funk rock, minneapolis sound, rock, synth funk",0.731,0.75,2,-10.457,1,0.0321,0.0862,0.000388,0.202,0.639,135.406,178987,4
Rocky,spotify:track:5uDohC8URXwbGiHAMuKGoa,Still Woozy,2021,"bedroom pop, oakland indie, pov: indie",0.734,0.518,11,-9.514,0,0.0813,0.556,0.00282,0.111,0.555,101.083,166000,4
More Spell On You,spotify:track:5MIgTjcn94EPeSUUo8dx4q,Eddie Johns,2012,Unknown,0.707,0.908,0,-7.464,0,0.0746,0.252,0.00902,0.601,0.751,132.058,310693,4
That's Life,spotify:track:0WHWD1OwKWBiESxUEqf8x0,Still Woozy,2021,"bedroom pop, oakland indie, pov: indie",0.754,0.498,6,-8.741,0,0.087,0.51,0.0321,0.102,0.544,96.11,147653,4
Habit,spotify:track:4BsLwvaJOTOHDNg7xMpvrL,Still Woozy,2019,"bedroom pop, oakland indie, pov: indie",0.767,0.392,1,-11.996,1,0.0945,0.154,0.000398,0.108,0.48,125.017,153872,4
Darkness,spotify:track:07WWAnpW4RVPY4D2lmlClG,SWEET SPINE,2023,zoomergaze,0.504,0.671,2,-10.641,1,0.0332,0.000212,0.00641,0.123,0.272,130.041,228923,4
Blunt Blowin,spotify:track:0BKXZkU8oGad58MyTFyFXu,Lil Wayne,2011,"hip hop, new orleans rap, pop rap, rap, trap",0.721,0.738,2,-5.682,1,0.0649,0.00222,0,0.224,0.375,135.987,312960,4
Stormy,spotify:track:0Dn130TEDADOUN6TrZSpLr,Classics IV,1968,"bubblegum pop, classic garage rock",0.721,0.352,4,-13.189,0,0.0322,0.759,0.133,0.138,0.826,120.216,167893,4
Pots Of Gold,spotify:track:6oUp7NKfwKXq7iZVr5mnzo,Mamas Gun,2009,retro soul,0.608,0.797,4,-6.11,0,0.0406,0.238,0,0.108,0.745,146.057,210573,4
An Everlasting Love,spotify:track:30IpEYZRHYmS8yZyMM5aYK,Andy Gibb,1978,"disco, mellow gold, soft rock",0.665,0.686,9,-6.542,1,0.0384,0.299,0,0.145,0.919,125.357,250360,4
Everybody Here Wants You,spotify:track:2bcvooA6HEmVUneEGJnNZD,Jeff Buckley,1998,"melancholia, permanent wave, singer-songwriter",0.725,0.387,9,-7.359,0,0.0368,0.527,0.00013,0.0982,0.606,120.689,286707,4
(It Goes Like) Nanana - Edit,spotify:track:23RoR84KodL5HWvUTneQ1w,Peggy Gou,2023,"electra, float house",0.671,0.876,7,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,129.998,231545,4
How It Feels,spotify:track:3NZz7DWeVQesSOn6mO39F7,Barry Can't Swim,2023,jazz house,0.678,0.675,0,-7.544,0,0.0308,0.0263,0.625,0.128,0.663,124.003,138951,4
Me + You,spotify:track:7g1JSvfALAcoW94wLfThNe,ATRIP,2023,stutter house,0.532,0.927,8,-5.016,1,0.0753,0.00171,0.869,0.144,0.334,136.063,190588,4
Misery,spotify:track:6KBYk8OFtod7brGuZ3Y67q,Maroon 5,2010,pop,0.704,0.81,4,-4.874,0,0.0425,0.000315,0,0.216,0.726,102.98,216200,4
The Man Who Can't Be Moved,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,The Script,2008,"celtic rock, pop",0.605,0.629,10,-5.051,1,0.0279,0.437,0,0.097,0.308,99.894,241373,4
Love's Holiday,spotify:track:2Am4TMJcqfQtr79278nZjj,"Earth, Wind & Fire",1977,"disco, funk, jazz funk, motown, soul",0.598,0.58,9,-10.105,1,0.0409,0.575,2.17e-05,0.12,0.735,74.855,262080,4
Oh Girl,spotify:track:0cFlXjTxFdMGGPfLVpt3Wv,The Chi-Lites,2001,"chicago soul, classic soul, disco, funk, quiet storm, soul, southern soul",0.418,0.402,10,-12.942,1,0.0288,0.226,0,0.103,0.601,133.683,216280,4
Paranoid (feat. Destroy Lonely),spotify:track:2l48XirhkqQ5qRqtwItNXn,Ken Carson,2023,rage rap,0.612,0.683,8,-6.693,0,0.0934,0.00163,2.66e-06,0.112,0.39,150.006,127972,4
On Sight,spotify:track:1gqkRc9WtOpnGIqxf2Hvzr,Kanye West,2013,"chicago rap, hip hop, rap",0.605,0.469,9,-3.182,0,0.327,0.487,0,0.28,0.515,101.601,156480,4
One Night Only,spotify:track:74fQgHleHZ4V7Gm1XYcGkj,Sonder,2018,experimental r&b,0.874,0.402,4,-5.786,1,0.0691,0.263,0.00094,0.147,0.764,119.99,195910,4
Clouded,spotify:track:2J6OF7CkpdQGSfm1wdclqn,Brent Faiyaz,2020,"r&b, rap",0.583,0.344,2,-8.765,1,0.0559,0.774,0,0.143,0.581,65.203,110129,3
Helmet,spotify:track:0DmkBOGgEWMbUJlL6VwwF2,Steve Lacy,2022,afrofuturism,0.612,0.675,9,-6.518,0,0.0231,0.0994,0,0.217,0.763,97.04,201547,4
Flagpole Sitta,spotify:track:7cz70nyRXlCJOE85whEkgU,Harvey Danger,1997,"pop rock, post-grunge",0.361,0.901,4,-4.133,0,0.0443,0.00152,0.000263,0.286,0.482,144.97,217267,4
Daylight,spotify:track:4ZT0wGKwlJRjpMUuwZVy3p,Drake,2023,"canadian hip hop, canadian pop, hip hop, pop rap, rap",0.566,0.564,10,-7.88,0,0.277,0.0149,0,0.104,0.0667,139.92,164143,4
O Gujariya,spotify:track:22EimU5vjrNYV9A3aIGqso,Shefali Alvares,2014,modern bollywood,0.612,0.858,8,-8.8,1,0.0548,0.0172,7.29e-06,0.258,0.282,139.964,261558,4
Badra Bahaar,spotify:track:1e7gkz5Yn8d9Wkxe58qdV5,Amit Trivedi,2014,"filmi, modern bollywood",0.772,0.724,0,-6.986,1,0.0296,0.179,0.00123,0.0888,0.713,100.051,214132,4
Lover,spotify:track:0XwRlvv3KlOu4HWlOH34XG,Diljit Dosanjh,2021,"filmi, modern bollywood, punjabi pop",0.827,0.587,9,-5.531,0,0.113,0.203,0,0.0727,0.774,119.936,190000,4
NO SALGO,spotify:track:540VOu1aQ9TqENgWAC82Rz,Myke Towers,2023,"reggaeton, trap latino, urbano latino",0.752,0.554,0,-5.214,1,0.0929,0.296,0,0.099,0.921,76.01,152301,4
What I've Done,spotify:track:18lR4BzEs7e3qzc0KVkTpU,Linkin Park,2007,"alternative metal, nu metal, post-grunge, rap metal, rock",0.627,0.935,5,-4.882,1,0.0324,0.0092,0,0.147,0.287,120.092,205227,4
Bring Me To Life - Remastered 2023,spotify:track:6pjWON6NgnSv1nU5inUlaf,Evanescence,2023,alternative metal,0.307,0.94,4,-3.42,0,0.0954,0.0105,1.31e-06,0.3,0.249,189.811,236400,4
You Don't Want To Go There,spotify:track:74UsJC4o2dVhho0CcoPx0E,Cody Hibbard,2021,"modern country pop, red dirt",0.554,0.794,6,-7.048,1,0.0318,0.0532,2.99e-06,0.363,0.546,140.041,204227,4
Now,spotify:track:5oTjhkWv0NTAgBR5lSs3SW,Corey Kent,2021,"modern country pop, texas country",0.522,0.639,0,-6.384,1,0.0367,0.00703,0,0.103,0.383,72.033,176133,4
The State I'm In,spotify:track:21QzOSgBodfmd34JHbgOJk,Jason Aldean,2022,"contemporary country, country, country road, modern country rock",0.532,0.793,0,-4.537,1,0.0388,0.138,0,0.115,0.573,151.936,200573,4
The Look,spotify:track:6zfczP87XO2SxWlQtnjFNa,Metronomy,2011,"alternative dance, electronica, french indie pop, indietronica, neo-synthpop, new rave, socal pop punk",0.638,0.535,9,-7.792,0,0.0415,0.623,0.0391,0.0837,0.504,84.947,277653,4
Lamento Boliviano,spotify:track:6Pur3hWy6Nzc27ilmsp5HA,Los Enanitos Verdes,1994,"argentine rock, latin alternative, latin pop, latin rock, mexican pop, rock en espanol, ska argentino",0.714,0.735,4,-7.125,0,0.0306,0.176,0.000622,0.115,0.68,123.57,222227,4
The Canvas,spotify:track:4nrMpZVdy0wb13m2jNMJ3c,SiR,2017,"alternative r&b, la pop",0.764,0.448,2,-14.135,0,0.0623,0.216,2.23e-05,0.0747,0.88,116.096,173793,4
meet me in brooklyn,spotify:track:6QkOMriITXf0oqpga33HnP,Yaya Bey,2022,"alternative r&b, experimental r&b",0.538,0.521,8,-7.061,1,0.0856,0.0576,0,0.471,0.397,74.825,89617,4
CYBERTRUCK,spotify:track:4Jc7252S1P99DjQ1lNGEOc,Bad Bunny,2023,"reggaeton, trap latino, urbano latino",0.704,0.905,6,-4.948,0,0.338,0.371,2.09e-06,0.107,0.0991,151.823,191960,4
Sleeping Lessons,spotify:track:3Bz3lj6E9VFBk1Wj1hC8vw,The Shins,2007,"albuquerque indie, alternative rock, canadian indie, chamber pop, indie pop, indie rock, modern rock, portland indie, seattle indie, stomp and holler",0.51,0.498,4,-8.993,1,0.0347,0.167,0.00498,0.13,0.167,115.011,237726,4
Life for Rent,spotify:track:4jCs5Z8Y06WsiDeoe5giJn,Dido,2003,"dance pop, europop, lilith, neo mellow, pop rock",0.487,0.519,3,-7.249,1,0.0296,0.191,0,0.134,0.154,82.947,221053,4
Blue Ridge Mountains,spotify:track:7bzzC7QIfflM9eEj2aqaYX,Fleet Foxes,2008,"chamber pop, folk, indie folk, indie rock, indietronica, modern rock, seattle indie, singer-songwriter, stomp and holler",0.533,0.426,8,-8.505,0,0.0273,0.708,0.000488,0.101,0.274,97.905,265773,4
I Saw You Close Your Eyes,spotify:track:5AKYyNPYhumqKeOMhdEgQO,Local Natives,2017,"chamber pop, indie rock, la indie, modern rock, shimmer pop, stomp and holler",0.385,0.604,9,-6.709,1,0.0321,0.0753,1.27e-05,0.718,0.251,77.468,216840,4
Light Upon the Lake,spotify:track:1uB2akBAGtDbw9rGM4rjWA,Whitney,2016,"chamber pop, chicago indie, countrygaze, indie pop, indie rock",0.488,0.141,1,-14.025,1,0.0256,0.971,0.582,0.104,0.141,97.902,189453,4
Weekend Friend,spotify:track:2d3QlXE6FXFDeodiS66yjM,Goth Babe,2019,"indie rock, pov: indie",0.409,0.594,1,-9.725,1,0.031,0.032,0.0391,0.0904,0.212,110.187,209455,4
I Wanna Help Your Mind,spotify:track:08ZZ7SILfKcreLtA3K6Gqr,Goth Babe,2021,"indie rock, pov: indie",0.747,0.725,8,-8.517,1,0.215,0.2,0.197,0.0688,0.799,119.942,171938,4
Metamodernity,spotify:track:4RGWHfQeJftd5XrP8JUgFj,Vansire,2019,"bedroom pop, rochester mn indie",0.823,0.544,5,-10.077,1,0.0358,0.389,0.165,0.108,0.826,121.968,162663,4
Give It To Me - Full Vocal Mix,spotify:track:5ZduaRci3iNUiDfJbBfAaf,Matt Sassari,2021,"french tech house, french techno, tech house",0.874,0.869,1,-5.996,0,0.0315,0.00116,0.00238,0.164,0.726,126.027,102861,4
Something To Talk About,spotify:track:6Ceejf3zBXvAhIY9DbP1Pr,Bonnie Raitt,1991,"country rock, electric blues, folk, folk rock, mellow gold, singer-songwriter, soft rock",0.795,0.64,1,-13.478,1,0.0294,0.0631,2.13e-06,0.0692,0.954,102.633,227573,4
pad lock,spotify:track:5stbfxsPi8gcOH2LCuA4Le,21 Savage,2018,"atl hip hop, hip hop, rap",0.959,0.55,5,-8.012,0,0.197,0.0187,0,0.112,0.798,130.024,191360,4
Oomps Revenge,spotify:track:5DV3lkwyIYRgAlunraSpOW,Trippie Redd,2018,"melodic rap, rap, trap",0.662,0.583,9,-8.58,0,0.328,0.105,0,0.112,0.722,80.436,120551,4
I'd stay forever,spotify:track:1ENjSTAGfgBUyVZuSl4zIY,whither,2023,zoomergaze,0.326,0.645,9,-8.148,1,0.0333,0.000159,0.806,0.308,0.0975,170.081,271059,4
Mirage,spotify:track:1w327AHTCoChRIkJUprAnV,Orion Sun,2020,"alternative r&b, bedroom pop",0.683,0.468,9,-10.058,0,0.0743,0.87,0.673,0.108,0.47,117.095,57496,4
Early Bird,spotify:track:3uvBZxcrEYr0LisM6Nw4L6,BIGBABYGUCCI,2023,"indie hip hop, north carolina hip hop, plugg, rage rap",0.685,0.644,10,-6.851,0,0.163,0.243,0,0.0887,0.518,115.01,137739,4
Dmtri,spotify:track:1CEVg3GpmapQ5rK5feHbFc,Action Bronson,2019,"alternative hip hop, east coast hip hop, hip hop, nyc rap, queens hip hop",0.599,0.694,9,-6.29,0,0.478,0.674,0,0.465,0.3,81.024,274133,4
Str8 Outta Mumbai,spotify:track:0mRtv3pnmPiN2mDMzYzWt2,Jai Paul,2013,"escape room, experimental r&b",0.399,0.743,9,-4.432,0,0.379,0.0621,0,0.156,0.569,70.928,162480,5
Call Dat Bitch Homicide,spotify:track:2gVAyyCHy4WkptDkcv1epN,Young Nudy,2019,"pluggnb, rap, southern hip hop, trap",0.748,0.587,1,-7.579,1,0.062,0.152,0,0.152,0.22,151.955,214893,4
Temporary (feat. Don Toliver),spotify:track:0bTiLwSo2xmhA6BcCXTOkx,6LACK,2023,"atl hip hop, melodic rap, r&b, rap, trap",0.737,0.531,6,-4.29,0,0.0426,0.331,9.05e-05,0.101,0.16,132.97,178333,4
TQM,spotify:track:368eeEO3Y2uZUQ6S5oIjcu,Fuerza Regida,2023,"corrido, corridos tumbados, sad sierreno, sierreno",0.779,0.834,5,-4.949,0,0.0517,0.264,0,0.0843,0.963,125.063,158965,3
Cream,spotify:track:2upt9Te4APf3p0Xtg43mGE,BIGBABYGUCCI,2023,"indie hip hop, north carolina hip hop, plugg, rage rap",0.792,0.689,3,-5.567,0,0.3,0.0926,0,0.0516,0.742,136.02,127128,4
